Timestamp,What year are you in,What is your age,What class are you in,What is your gender,How many languages do you speak? (digit entry),"What is the highest degree you plan to pursue?
","What is your major
",Are you a transfer student,Are you a first generation student,What is your current cumulative GPA?,How motivated are you to attend the lecture if it is 50 min long (3 times a week)?  (1: not motivated; 5 very motivated),How motivated are you to attend the lecture if it is 1h 20 min long (2 times a week)? (1: not motivated; 5 very motivated),How motivated are you to go to class if class participation is part of the grade? (1: not motivated; 5 very motivated),How motivated are you to go to class if there are no class activities in lecture? (1: not motivated; 5 very motivated),Do you prefer studying and/or working in groups? ,"When you miss lecture, what are the reasons for it?",How often do you tutor or help fellow peers? (1:Never; 2:Rarely; 3:Sometimes; 4:Often; 5:Almost every day),How many hours a day (on average) did you spend studying last week? (hours),"Which of the following student resources have you used this quarter?
","If you utilize the above student resources, how often do you use/attend such resources a week?","IN CS010C, how much did you enjoy doing labs? (scale of 1-5)","IN CS105, how much did you enjoy doing labs? (scale of 1-5)",Do you think that you would learn better if labs were due every other week rather than weekly?,Do labs help you prepare for exams?,Do lecture materials help you complete lab assignments?,How many hours a week do you spend working on material for CS111?,What is the level of anxiety you feel for the upcoming CS111 midterm?,How many hours a week do you spend working on material for CS105?,What is the level of anxiety you feel for the upcoming CS105 midterm?,7. Do you want weekly programming assignments for CS111 (similar to CS 010C or equivalent data structures classes)?,How many UCR affiliated student organizations are you involved with?,"Of the student organizations you are involved with, in how many of those clubs are you a board member?","Outside of time spent studying and in class, how many hours do you spend on campus a week?","How many on campus events did you attend (hosted by RHA, ASPB or ASUCR) since September 22nd?",Have you ever participated and/or been a part of a team that organizes a hackathon?,"If you've attended a hackathon, what do you do in them?
","What is your living situation?
","On average how long does it take you to get to campus?
",How stressed are you with your classes? (1: not stressed; 5: extremely stressed),How many hours do you sleep per night? (numeric answer),Are you a morning person or a night person?,How long do you exercise a day?,How many times a week do you work out?,"Where do you work out?
",Why do you work out?,When do you work out?,How many high school student organizations were you involved with?,"Did you complete high school in the United States? (If not, specify country)","If you were involved with sports in high school, how long did you play for in your school?",How many AP classes did you take in high school? (Numeric value),Have you applied to or completed one or more internships as a UCR student?,How important is money in your career choice?,Do you want to be involved in STEM-based research?,"Do you take advantage of career services offered by the university (e.g. resume building, mock interviews, job fairs, career center)","On a scale of 1-10, how confident are you in finding a career in the future?",Have you ever had a job during college?,"If you have or had an internship part-time job, or full-time job during the 2022-23 academic school year, how many hours a week on average did you work? (numeric values only; enter NA if you did not work)",Why did you pick your major?,"Do you want to change majors? If so, why?
","If you could go back in time to change your major, would you?","If you're in CS/CE/Data Science/related, why did you pick this path?
",How many hours do you volunteer in a week? (numeric answer),How many hours do you hang out with friends in a week? (numeric answer),How often do you go to parties in a quarter?,How often do you go to parties in a quarter?,How related to your non-academic hobbies do you want your dream job to be? (1: completely unrelated; 3:somewhat related; 5: completely related),Are you concerned about the growing use of AI? (1: not concerned; 5: very concerned),Do you use AI tools for your coursework (ex: ChatGPT),How likely are you to use AI tools for your future profession? (1: not likely; 5: very likely),What is your favorite movie genre?,How familiar are you with the concept of AI and it's applications? ,How many siblings do you have? (digit entry),How many units are you taking? (digit entry)
5/9/2023 21:03:17,2,19,CS111,Female,1,B.S.,CS,No,No,3.3-3.6,3,5,5,5,Yes,Have other things to do,5,10+,Professor's office hours,once,4,N/A,No,Yes,Yes,8-10 hours,Somewhat anxious,N/A,N/A,No,0,0,2,None,Yes,Made a project,Off-campus housing outside of Riverside,20-30 minutes,5,6,Night person,30 minutes,3,Gym,To stay healthy/energized/its fun,Morning,0,United States,Was not involved in HS sports,4,No,8,Yes,No,9,Yes,6,money + i dont hate it + advice from family,Do not want to change majors,No,"You find topics in this field interesting, Jobs are in high demand, More potential for higher salaries, Stable future",0,7,Never,Never,2,2,Yes,5,Comedy,8,1,18
5/9/2023 21:03:38,4,21,CS111,Prefer not to say,2,B.S.,CS,No,Yes,3.0-3.3,4,2,5,2,Yes,"Don't think it is useful to attend some lectures, Sick",2,4-6,ARC,once,3,N/A,No,Yes,Yes,4-8 hours,Somewhat anxious,N/A,N/A,No,1,0,4,None,Yes,Both,Off-campus housing within Riverside,10-20 minutes,3,7,Night person,1 hour,5,Gym,fitness,Evening,4,United States,4 years,7,No,7,Yes,Yes,5,Yes,20,Advice from family/friends,Do not want to change majors,Yes,"You find topics in this field interesting, Jobs are in high demand, More potential for higher salaries, Stable future",0,20,Rarely,Rarely,3,1,No,4,Fantasy,6,1,15
5/9/2023 21:07:24,2,19,Both,Female,2,B.S.,Data Science,No,Yes,3.6-4.0,3,2,4,2,Sometimes,"Don't think it is useful to attend some lectures, Sick, Feel like saving money when I only have one lecture, Have other things to do",3,2-4,TA's office hours,once,3,3,Yes,Sometimes,Sometimes,4-8 hours,Somewhat anxious,2-4 hours,Very anxious,No,0,N/A,2,None,No,Haven't attended a hackathon,Off-campus housing outside of Riverside,20-30 minutes,3,6,Both,2 hours,3,Gym,Tone up,Evening,1,United States,Was not involved in HS sports,11,No,8,Yes,No,5,Yes,18,Money,Do not want to change majors,No,"You find topics in this field interesting, More potential for higher salaries",0,6,Rarely,Rarely,2,1,Yes,3,Science Fiction,4,3,12
5/9/2023 21:13:30,2,19,CS111,Male,2,M.S.,CS-BS+MS,No,Yes,2.6-3.0,5,5,5,5,Not sure,"Feel like saving money when I only have one lecture, Gas is $$$. Or sometimes I might need to pay a bill that same way so I go work. ",5,8-10,"Professor's office hours, ULA",twice,5,N/A,No,Sometimes,Sometimes,8-10 hours,Very anxious,N/A,N/A,No,2,0,8,1-3,Yes,Both,Off-campus housing outside of Riverside,above 60 minutes,5,6,Both,0 minutes,0,Outside,I don’t but I should ,Morning,3,United States,2 years,5,No,10,Yes,Yes,5,Yes,25,"Passion, MONEY, opportunity ",Double major with math or physics ,No,"You find topics in this field interesting, Jobs are in high demand, More potential for higher salaries, Stable future",0,5,Never,Never,2,1,Yes,2,Science Fiction,7,3,13
5/9/2023 21:13:51,4,22,CS105,Male,2,B.S.,CS,Yes,No,2.6-3.0,2,2,2,1,Sometimes,"Don't think it is useful to attend some lectures, Transportation issues, Feel like saving money when I only have one lecture, Have other things to do",4,8-10,,I do not utilize the above resources,2,1,No,No,No,N/A,N/A,4-8 hours,Very anxious,N/A,,0,0,None,No,Haven't attended a hackathon,Off-campus housing outside of Riverside,above 60 minutes,2,8,Morning person,0 minutes,0,,,,,United States,Was not involved in HS sports,5,No,8,No,No,9,No,NA,Money,Do not want to change majors,No,"You find topics in this field interesting, Jobs are in high demand, More potential for higher salaries, Stable future",0,0,Never,Never,2,1,Yes,3,Comedy,4,2,8
5/9/2023 21:17:03,3,21,CS111,Male,1,M.S.,CS,Yes,No,3.6-4.0,1,3,5,1,Sometimes,Transportation issues,2,8-10,"TA's office hours, Professor's office hours",once,5,N/A,Yes,Yes,Yes,4-8 hours,Very anxious,N/A,N/A,No,1,0,0,None,No,Haven't attended a hackathon,Off-campus housing outside of Riverside,above 60 minutes,4,8,Morning person,< 30 minutes,4,Outside,To keep in shape,Afternoon,0,United States,3 years,0,No,10,Yes,Yes,6,Yes,NA,Advice from family/friends,Do not want to change majors,No,"You find topics in this field interesting, Jobs are in high demand, More potential for higher salaries, Stable future",0,2,Never,Never,3,3,Yes,5,Science Fiction,10,6,14.5
5/9/2023 21:23:20,3,23,CS111,Male,2,B.S.,CS,Yes,Yes,3.3-3.6,2,4,5,4,Yes,"Don't think it is useful to attend some lectures, Sick, Transportation issues",2,2-4,,,N/A,N/A,,,,10+ hours,Very anxious,N/A,N/A,Yes,0,0,0,None,No,Haven't attended a hackathon,Off-campus housing outside of Riverside,above 60 minutes,4,4,Morning person,< 30 minutes,1,Gym,To stay in shape,Evening,0,United States,Was not involved in HS sports,3,No,5,Yes,Yes,5,No,NA,Passion,Do not want to change majors,No,You find topics in this field interesting,0,~20,Never,Never,2,1,No,1,Comedy,1,2,18
5/9/2023 21:29:08,3,20,CS111,Male,2,B.S.,CSBA,No,No,3.6-4.0,5,4,5,4,Yes,Sick,3,6-8,Professor's office hours,once,4,N/A,No,Sometimes,Yes,4-8 hours,Somewhat anxious,N/A,N/A,No,4,1,15,None,Yes,Made a project,Off-campus housing outside of Riverside,20-30 minutes,3,7,Both,30 minutes,1,Gym,Physical health,Evening,3,United States,2 years,5,No,8,No,No,5,No,NA,Money,Do not want to change majors,No,"You find topics in this field interesting, Jobs are in high demand, More potential for higher salaries, Stable future",5,8,Never,Never,3,3,Yes,4,Comedy,8,3,13
5/9/2023 21:30:43,3,21,CS111,Male,2,B.S.,CSBA,No,No,3.0-3.3,4,2,3,2,Yes,"Don't think it is useful to attend some lectures, Feel like saving money when I only have one lecture",2,2-4,"TA's office hours, ARC",once,5,N/A,Yes,Yes,No,2-4 hours,Very anxious,N/A,N/A,Yes,3,1,15,None,Yes,Both,Off-campus housing within Riverside,10-20 minutes,4,4,Morning person,1 hour,6,Gym,To look bigger,Morning,5,United States,4 years,4,Yes,10,Yes,No,10,Yes,40,Money,Do not want to change majors,No,"You find topics in this field interesting, Jobs are in high demand, More potential for higher salaries, Stable future",0,50,Rarely,Rarely,3,3,Yes,2,Action,5,2,16
5/9/2023 21:38:46,4,27,Both,Male,1,PhD,Data Science,Yes,No,3.6-4.0,3,5,5,2,No,"Have other things to do, Prioritizing Homework over attending Lecture",2,2-4,Professor's office hours,once,5,4,Yes,Sometimes,Sometimes,4-8 hours,Very anxious,4-8 hours,Very anxious,No,2,0,2,1-3,No,Haven't attended a hackathon,Off-campus housing within Riverside,10-20 minutes,5,4,Both,30 minutes,2,Home,Physical health,Evening,5,United States,4 years,13,No,10,Yes,Yes,10,Yes,5,Passion,My current major doesn't entirely encompass what I want to do but the major I specifically want isn't offered at UCR. I'm particularly interested in Bioinformatics with an emphasis in Computer Science. Data science with the Bioinformatics Depth Courses is close.,Yes,"You find topics in this field interesting, Jobs are in high demand, More potential for higher salaries, Stable future",0,5,Never,Never,1,5,No,5,Science Fiction,10,2,17
5/9/2023 21:40:33,3,21,CS111,Male,2,M.S.,CS,No,No,3.3-3.6,5,3,4,2,Sometimes,"Transportation issues, 1hr 30 mins one way commute and 3 hr two way for regular traffic and 1.5x when traffic is heavy...",3,4-6,TA's office hours,once,5,N/A,Yes,Yes,Sometimes,4-8 hours,Very anxious,N/A,N/A,Yes,1,1,0,None,No,Haven't attended a hackathon,Off-campus housing outside of Riverside,above 60 minutes,5,5,Night person,2 hours,7,Gym,stay healthy and loose body fat,Morning,3,United States,Was not involved in HS sports,5,No,3,No,No,8,No,NA,Passion,no,No,You find topics in this field interesting,3,10,Never,Never,5,1,No,2,Adventure,7,0,12
5/9/2023 21:42:06,3,30,CS111,Male,3,"B.S., deciding on masters",CS,Yes,Yes,3.6-4.0,4,5,2,4,Yes,Have other things to do,4,10+,"TA's office hours, ULA",over four times,N/A,N/A,Yes,Not sure,Not sure,10+ hours,Very anxious,N/A,N/A,Yes,0,0,2,None,No,Haven't attended a hackathon,Off-campus housing within Riverside,20-30 minutes,4,7,Night person,0 minutes,0,Home,,,0,United States,1 year,0,No,7,No,No,7,Yes,20,Passion,,No,"You find topics in this field interesting, Jobs are in high demand, More potential for higher salaries, Stable future",0,1,Never,Never,5,4,No,4,,6,1,15
5/9/2023 21:53:52,3,20,CS111,Male,2,B.S.,CS,Yes,Yes,3.3-3.6,3,2,4,1,No,"Don't think it is useful to attend some lectures, Have other things to do",1,2-4,,,3,N/A,Yes,Yes,Yes,2-4 hours,Somewhat anxious,N/A,N/A,No,1,0,8,None,No,Haven't attended a hackathon,Off-campus housing within Riverside,10-20 minutes,3,7,Night person,2 hours,4,Gym,I want to better myself physically.,Afternoon,1,,Was not involved in HS sports,6,No,8,Yes,No,6,No,NA,Passion,Do not want to change majors,No,"You find topics in this field interesting, Jobs are in high demand, More potential for higher salaries, Stable future",0,4,Never,Never,2,2,No,4,Science Fiction,4,1,18
5/9/2023 22:16:08,2,19,CS111,Male,1,B.S.,CS,No,Yes,3.6-4.0,3,2,4,3,Sometimes,Sick,3,4-6,TA's office hours,once,2,N/A,Yes,Sometimes,Sometimes,4-8 hours,Somewhat anxious,N/A,N/A,No,0,0,0,None,No,Haven't attended a hackathon,Off-campus housing within Riverside,0-10 minutes,4,7,Night person,0 minutes,0,Home,,Evening,0,United States,Was not involved in HS sports,5,No,9,No,No,4,No,NA,Pressure from family/friends,Do not want to change majors,No,"You find topics in this field interesting, Jobs are in high demand, More potential for higher salaries, Stable future",0,8,Never,Never,4,2,No,3,Action,6,1,14
5/9/2023 22:33:21,2,19,CS105,Female,2,M.S.,CS,No,No,3.3-3.6,3,3,5,2,Yes,"Don't think it is useful to attend some lectures, Sick, Transportation issues, Have other things to do",3,10+,"TA's office hours, Professor's office hours, ARC",once,3,1,No,Yes,Yes,N/A,N/A,2-4 hours,Very anxious,Yes,2,1,5,1-3,Yes,Both,Continuing Student UCR apartment,10-20 minutes,5,6,Night person,< 30 minutes,1,Gym,,Evening,4,United States,Was not involved in HS sports,8,No,8,Yes,Yes,9,Yes,10,Advice from family/friends,Do not want to change majors,No,"You find topics in this field interesting, Jobs are in high demand, More potential for higher salaries, Stable future",0,4,Never,Never,3,2,Yes,5,Comedy,8,1,17
5/9/2023 23:02:12,3,21,CS111,Male,2,B.S.,Data Science,Yes,Yes,3.6-4.0,5,5,5,4,Sometimes,"Sick, Transportation issues, Have other things to do",3,10+,,I do not utilize the above resources,N/A,3,Yes,Sometimes,Sometimes,8-10 hours,Very anxious,N/A,N/A,N/A,0,0,10+,1-3,No,Haven't attended a hackathon,Off-campus housing within Riverside,10-20 minutes,3,6,Night person,0 minutes,0,,,,0,Taiwan,Was not involved in HS sports,0,No,8,No,No,5,No,NA,Money,Do not want to change majors,No,"Jobs are in high demand, More potential for higher salaries",0,10+,Never,Never,5,5,Yes,5,Adventure,5,1,16
5/9/2023 23:16:08,2,20,CS111,Male,2,B.S.,CS,No,Yes,3.0-3.3,3,3,4,2,Yes,Sick,2,2-4,,I do not utilize the above resources,3,N/A,Yes,Sometimes,Sometimes,4-8 hours,Very anxious,N/A,N/A,No,0,0,0,1-3,No,Attended workshops,Off-campus housing outside of Riverside,20-30 minutes,3,7,Night person,2 hours,3,Gym,,Afternoon,0,United States,Was not involved in HS sports,2,No,9,Yes,No,7,No,NA,Passion,,No,"You find topics in this field interesting, Jobs are in high demand, More potential for higher salaries, Stable future",0,4,Never,Never,3,2,No,3,Science Fiction,7,0,13
5/10/2023 0:10:09,2,20,CS111,Male,3,B.S.,CSBA,No,Yes,2.3-2.6,3,2,4,3,Sometimes,"Transportation issues, Feel like saving money when I only have one lecture",2,4-6,,,3,3,Yes,Yes,Yes,4-8 hours,Very anxious,N/A,N/A,Yes,,,3,None,No,Haven't attended a hackathon,Off-campus housing outside of Riverside,above 60 minutes,5,2,Night person,1 hour,4,Home,For looks,Afternoon,0,United States,Was not involved in HS sports,6,No,10,Yes,No,4,Yes,30,Money,Do not want to change majors,Yes,"Jobs are in high demand, More potential for higher salaries, Stable future",,2,Never,Never,4,4,Yes,5,Action,9,1,17
5/10/2023 0:10:20,3,20,CS111,Male,1,B.S.,CS,Yes,Yes,2.6-3.0,4,2,4,3,Sometimes,Transportation issues,1,2-4,,I do not utilize the above resources,N/A,N/A,Yes,Sometimes,Sometimes,2-4 hours,Very anxious,N/A,N/A,Yes,1,0,2,None,No,Haven't attended a hackathon,Off-campus housing within Riverside,10-20 minutes,5,5,Night person,< 30 minutes,2,Home,self improvement,Evening,4,United States,Was not involved in HS sports,4,No,10,No,No,4,No,NA,"A multitude of factors such as money, and family pressure",Do not want to change majors,No,"More potential for higher salaries, Stable future",0,2,Never,Never,4,2,No,4,Action,6,1,16
5/10/2023 0:11:45,3,21,CS111,Male,2,B.S.,statistics,No,Yes,3.0-3.3,3,3,4,2,Sometimes,"Don't think it is useful to attend some lectures, Sick, Have other things to do",1,10+,TA's office hours,once,N/A,N/A,Yes,Sometimes,Yes,8-10 hours,Somewhat anxious,N/A,N/A,No,0,0,3,1-3,No,Haven't attended a hackathon,Off-campus housing within Riverside,20-30 minutes,4,6,Night person,2 hours,3,Gym,being healthier,Afternoon,2,United States,Was not involved in HS sports,4,No,7,No,No,5,No,NA,Don't like calculus,"Kind of liking data science, but not completely intent on changing yet.",No,,0,30,Somewhat (2-4 times a quarter),Somewhat (2-4 times a quarter),3,1,Yes,2,Comedy,1,1,12
5/10/2023 0:56:57,3,22,Both,Male,1,B.S.,Data Science,Yes,Yes,3.3-3.6,3,4,5,3,Yes,"Don't think it is useful to attend some lectures, Sick, Feel like saving money when I only have one lecture, Have other things to do",2,2-4,,I do not utilize the above resources,N/A,N/A,Yes,Not sure,Sometimes,2-4 hours,Somewhat anxious,2-4 hours,Somewhat anxious,No,0,0,0,None,No,Haven't attended a hackathon,Off-campus housing outside of Riverside,30-60 minutes,4,7,Night person,2 hours,5,Gym,"Increase muscle mass, stay healthy, increase strength, decrease body fat",Evening,0,United States,2 years,3,No,10,No,No,10,Yes,32,Money,Do not want to change majors,No,"You find topics in this field interesting, Jobs are in high demand, More potential for higher salaries, Stable future",0,5,Never,Never,4,2,No,2,Adventure,6,1,12
5/10/2023 7:35:22,2,20,CS111,Female,1,B.S.,CS,No,Yes,3.6-4.0,2,3,5,4,Yes,Have other things to do,2,8-10,TA's office hours,once,2,N/A,Yes,No,Yes,8-10 hours,Very anxious,N/A,N/A,No,1,0,0,None,No,Haven't attended a hackathon,Off-campus housing outside of Riverside,30-60 minutes,4,6,Neither,0 minutes,0,Home,I don’t ,Evening,2,United States,3 years,5,No,8,Yes,No,4,Yes,NA,I chose a random engineering major,Do not want to change majors,No,You find topics in this field interesting,0,6,Never,Never,2,3,No,1,Action,1,7,13
5/10/2023 9:11:06,2,19,CS105,Male,1,M.S.,Data Science,No,No,3.0-3.3,3,3,4,3,Sometimes,"Don't think it is useful to attend some lectures, Sick",2,4-6,,I do not utilize the above resources,4,4,Yes,Sometimes,No,N/A,N/A,2-4 hours,Somewhat anxious,No,0,0,6,None,No,Haven't attended a hackathon,Off-campus housing within Riverside,10-20 minutes,4,7,Night person,0 minutes,0,Outside,,,4,United States,Was not involved in HS sports,4,Yes,7,Yes,No,4,No,NA,Passion,Do not want to change majors,No,"You find topics in this field interesting, Jobs are in high demand, Stable future",0,20,Never,Never,2,3,No,3,Action,3,1,17
5/10/2023 9:12:57,4,22,CS105,,2,B.S.,CS,Yes,Yes,3.6-4.0,4,5,5,3,Sometimes,"Don't think it is useful to attend some lectures, Sick, Have other things to do",4,8-10,TA's office hours,once,3,3,Yes,No,Sometimes,10+ hours,N/A,4-8 hours,Somewhat anxious,No,0,0,0,None,No,Haven't attended a hackathon,Continuing Student UCR apartment,0-10 minutes,4,5,Night person,2 hours,5,Gym,For my own health,Afternoon,3,United States,1 year,6,Yes,8,Yes,Yes,7,Yes,20,Money,Do not want to change majors,No,"More potential for higher salaries, Stable future",0,10,Somewhat (2-4 times a quarter),Somewhat (2-4 times a quarter),1,5,No,4,Action,8,3,16
5/10/2023 11:59:26,2,20,CS111,Male,2,B.S.,CS,No,Yes,2.6-3.0,3,4,5,3,Not sure,"Don't think it is useful to attend some lectures, Sick",2,4-6,"TA's office hours, Professor's office hours",once,2,N/A,Yes,Yes,Sometimes,2-4 hours,Very anxious,N/A,N/A,No,1,0,6,1-3,No,Haven't attended a hackathon,Off-campus housing within Riverside,0-10 minutes,3,7,Night person,1 hour,2,Gym,fun,Evening,2,United States,1 year,6,No,8,Yes,Yes,5,Yes,8,Money,Lost passion for current major,Yes,More potential for higher salaries,0,8,Somewhat (2-4 times a quarter),Somewhat (2-4 times a quarter),3,5,No,4,Action,3,1,13
5/10/2023 12:39:28,3,21,CS111,Male,1,M.S.,CS,Yes,Yes,3.6-4.0,5,5,5,5,Sometimes,Sick,2,0,,I do not utilize the above resources,2,N/A,Yes,Sometimes,Yes,4-8 hours,Somewhat anxious,N/A,N/A,No,0,0,0,None,No,Haven't attended a hackathon,Off-campus housing within Riverside,10-20 minutes,3,8,Night person,1 hour,4,Home,Better health,Evening,2,United States,4 years,8,No,8,Yes,No,8,No,NA,Passion,Do not want to change majors,No,"You find topics in this field interesting, More potential for higher salaries",0,14,Never,Never,3,3,Yes,3,Action,8,1,12
5/10/2023 12:41:09,3,30,CS111,Male,English ,B.S.,CS,Yes,Yes,2.6-3.0,2,5,5,2,No,"Sick, Family issues",1,4-6,,I do not utilize the above resources,N/A,N/A,No,No,No,8-10 hours,Very anxious,N/A,N/A,No,N/A,N/A,N/A,None,No,Haven't attended a hackathon,Off-campus housing outside of Riverside,10-20 minutes,4,3,Morning person,30 minutes,3,Gym,Relieve stress,Morning,0,United States,Was not involved in HS sports,0,No,1,Yes,No,6,Yes,40,Passion,Do not want to change majors,No,You find topics in this field interesting,0,0,Rarely,Rarely,5,3,No,3,Horror,10,6,12
5/10/2023 12:52:34,3,20,CS111,Male,2,B.S.,CS,Yes,Yes,3.0-3.3,4,3,4,4,Yes,Have other things to do,4,2-4,ULA,once,2,N/A,Yes,Sometimes,Sometimes,2-4 hours,Very anxious,N/A,N/A,No,1,0,4,None,No,Haven't attended a hackathon,Off-campus housing within Riverside,0-10 minutes,5,7,Night person,1 hour,5,Gym,to take my mind off things,Afternoon,2,United States,2 years,6,No,9,No,No,6,Yes,na,Passion,Do not want to change majors,No,"You find topics in this field interesting, More potential for higher salaries, Stable future",0,3,Never,Never,4,4,Yes,4,Action,3,1,16
5/10/2023 14:20:11,1,18,Both,Female,1,M.S.,CS,No,No,3.6-4.0,5,5,5,5,No,"Don't think it is useful to attend some lectures, Have other things to do",2,8-10,TA's office hours,once,4,4,No,Yes,Yes,2-4 hours,Somewhat anxious,2-4 hours,Somewhat anxious,No,2,0,,None,Yes,Made a project,First Year UCR Residence Halls,0-10 minutes,4,7,Night person,< 30 minutes,0,,,,0,United States,4 years,12,No,8,Yes,Yes,7,No,NA,Advice from family/friends,Do not want to change majors,No,"You find topics in this field interesting, Jobs are in high demand, More potential for higher salaries, Stable future",0,0,Never,Never,1,1,No,2,Action,7,2,16
5/10/2023 14:25:51,3,20,CS105,Male,1,B.S.,CS,No,No,3.0-3.3,3,3,4,2,Sometimes,"Don't think it is useful to attend some lectures, Sick, Family issues, Transportation issues, Have other things to do",1,0-2,TA's office hours,once,3,3,Yes,Sometimes,Sometimes,N/A,N/A,1-2 hours,Somewhat anxious,N/A,2,0,15,4-6,No,Haven't attended a hackathon,Off-campus housing outside of Riverside,30-60 minutes,3,4,Both,1 hour,2,Gym,Maintain health and physique,Evening,3,United States,3 years,14,Yes,7,Yes,No,6,Yes,20,Pressure from family/friends,Do not want to change majors,No,"You find topics in this field interesting, Jobs are in high demand, More potential for higher salaries, Stable future",0,4,Rarely,Rarely,2,3,No,3,Action,8,1,20
5/10/2023 15:00:46,2,19,CS111,Male,2,B.S.,CE,No,No,2.6-3.0,5,5,5,5,Sometimes,"Sick, Lazy and don't want to get out of bed",2,2-4,,I do not utilize the above resources,3,N/A,Yes,Yes,Yes,4-8 hours,Somewhat anxious,N/A,N/A,No,0,N/A,0,None,No,Haven't attended a hackathon,Off-campus housing outside of Riverside,20-30 minutes,4,6,Night person,0 minutes,0,,,,2,United States,1 year,6,No,7,Yes,No,7,Yes,15,Passion,Do not want to change majors,Yes,"You find topics in this field interesting, Jobs are in high demand, More potential for higher salaries, Stable future",0,4,Never,Never,4,3,No,4,Horror,10,2,13
5/10/2023 15:15:42,2,19,CS111,Male,1,B.S.,Data Science,No,No,3.3-3.6,2,2,5,3,Sometimes,"Don't think it is useful to attend some lectures, Sick, Have other things to do",3,2-4,,I do not utilize the above resources,4,N/A,No,Yes,Sometimes,4-8 hours,Very anxious,N/A,N/A,Yes,0,,0,1-3,No,Haven't attended a hackathon,Continuing Student UCR apartment,0-10 minutes,4,5,Night person,30 minutes,3,Gym,To feel like I’m progressing in something,Afternoon,0,United States,4 years,3,No,7,No,Yes,3,Yes,10,Advice from family/friends,Lost passion for current major,Yes,"Jobs are in high demand, More potential for higher salaries",0,0,Rarely,Rarely,5,5,Yes,4,Comedy,5,2,13
5/10/2023 15:44:41,2,19,CS111,Male,2,B.S.,CS,No,Yes,3.3-3.6,2,4,5,2,No,Have other things to do,3,6-8,"ULA, ARC",once,2,N/A,Yes,Yes,Yes,4-8 hours,Very anxious,N/A,N/A,No,1,none,4,1-3,No,Haven't attended a hackathon,Off-campus housing within Riverside,0-10 minutes,3,7,Night person,2 hours,6,Outside,i like running,Morning,2,United States,4 years,8,Yes,10,Yes,Yes,10,Yes,35,Money,Do not want to change majors,No,"You find topics in this field interesting, Jobs are in high demand, More potential for higher salaries, Stable future",0,12,Rarely,Rarely,3,1,Yes,5,Romance,5,3,18
5/10/2023 16:29:36,2,19,CS111,Female,1,M.S.,Data Science,No,No,3.0-3.3,4,4,5,3,No,"Don't think it is useful to attend some lectures, Have other things to do",2,2-4,none,I do not utilize the above resources,3,N/A,Yes,Sometimes,Sometimes,4-8 hours,Very anxious,N/A,N/A,No,2,none,2-4 hours,1-3,No,Haven't attended a hackathon,Off-campus housing within Riverside,0-10 minutes,5,6-7 hours ,Night person,30 minutes,3,Gym,to become healthier ,Morning,1,United States,4 years,2,No,8,No,No,1,No,NA,passion and money,Do not want to change majors,Yes,"You find topics in this field interesting, More potential for higher salaries, Stable future",0,2-4,Never,Never,3,3,No,2,Drama,7,1,13
5/10/2023 16:40:34,4,21,CS111,Male,3,B.S.,Mechanical Engineering,No,No,3.0-3.3,3,3,4,2,No,"Don't think it is useful to attend some lectures, Sick, Family issues, Have other things to do",2,0-2,TA's office hours,once,2,N/A,Yes,Yes,Yes,2-4 hours,Not anxious,N/A,N/A,No,1,1,3,1-3,No,Haven't attended a hackathon,Off-campus housing within Riverside,10-20 minutes,2,8,Night person,< 30 minutes,1,Outside,Health,Afternoon,3,United States,3 years,8,No,8,Yes,Yes,2,Yes,NA,Pressure from family/friends,Lost passion for current major,Yes,,0,8,Rarely,Rarely,2,2,Yes,4,Horror,8,1,16
5/10/2023 18:27:57,4,21,CS105,Male,2,B.S.,CS,Yes,Yes,3.3-3.6,5,3,4,4,No,"Don't think it is useful to attend some lectures, Have other things to do",3,8-10,,I do not utilize the above resources,N/A,4,No,Sometimes,Sometimes,N/A,N/A,4-8 hours,Somewhat anxious,N/A,,,35,None,No,Haven't attended a hackathon,Off-campus housing outside of Riverside,10-20 minutes,4,6,Night person,< 30 minutes,0,,,,3,United States,3 years,5,No,10,Yes,No,5,Yes,20,Money,Do not want to change majors,No,"You find topics in this field interesting, Jobs are in high demand, More potential for higher salaries",0,20,Rarely,Rarely,2,1,Yes,5,Science Fiction,7,2,16
5/10/2023 21:03:11,3,20,CS105,Male,2,B.S.,Data Science,No,No,3.3-3.6,5,3,5,5,Sometimes,"Sick, Family issues, Transportation issues, Feel like saving money when I only have one lecture",3,6-8,Professor's office hours,once,2,3,Yes,Sometimes,Sometimes,N/A,N/A,4-8 hours,Somewhat anxious,N/A,1,0,6,4-6,No,Haven't attended a hackathon,Off-campus housing outside of Riverside,30-60 minutes,5,5,Both,1 hour,2,Outside,health ,Afternoon,7,United States,Was not involved in HS sports,5,No,10,Yes,No,5,Yes,20,Money,Do not want to change majors,No,"You find topics in this field interesting, Jobs are in high demand, More potential for higher salaries, Stable future",0,4,Never,Never,3,5,No,2,Comedy,6,4,16
